ID,Colour,Name,Capital,Tax,Production,Manpower,"Total Dev (0 means cant colonize, but can with only 1)",Trade Good,Terrain (see https://eu4.paradoxwikis.com/Province#Terrain for types),Special (is wasteland/uncolonized/sea),Region,Religion,Culture,Fort (Level),Center of Trade Level,Owner,Cores (not including owner),Controller,"Climate (arid, arctic, tropical)","Winter (cold, normal, mild)"
1704,,,,,,,,,,,,,,,,,,,,
1705,,,,,,,,,,,,,,,,,,,,
1706,,,,,,,,,,,,,,,,,,,,
1707,,,,,,,,,,,,,,,,,,,,
1708,,,,,,,,,,,,,,,,,,,,
1709,,,,,,,,,,,,,,,,,,,,
1710,,,,,,,,,,,,,,,,,,,,
1711,,,,,,,,,,,,,,,,,,,,
1712,,,,,,,,,,,,,,,,,,,,
1713,,,,,,,,,,,,,,,,,,,,
1714,,,,,,,,,,,,,,,,,,,,
1715,,,,,,,,,,,,,,,,,,,,
1716,,,,,,,,,,,,,,,,,,,,
1717,,,,,,,,,,,,,,,,,,,,
1718,,,,,,,,,,,,,,,,,,,,
1719,,,,,,,,,,,,,,,,,,,,
1720,,,,,,,,,,,,,,,,,,,,
1721,,,,,,,,,,,,,,,,,,,,
1722,,,,,,,,,,,,,,,,,,,,
1723,,,,,,,,,,,,,,,,,,,,
1724,,,,,,,,,,,,,,,,,,,,
1725,,,,,,,,,,,,,,,,,,,,
1726,,,,,,,,,,,,,,,,,,,,
1727,,,,,,,,,,,,,,,,,,,,
1728,,,,,,,,,,,,,,,,,,,,
1729,,,,,,,,,,,,,,,,,,,,
1730,,,,,,,,,,,,,,,,,,,,
1731,,,,,,,,,,,,,,,,,,,,
1732,,,,,,,,,,,,,,,,,,,,
1733,,,,,,,,,,,,,,,,,,,,
1734,,,,,,,,,,,,,,,,,,,,
1735,,,,,,,,,,,,,,,,,,,,
1736,,,,,,,,,,,,,,,,,,,,
1737,,,,,,,,,,,,,,,,,,,,
1738,,,,,,,,,,,,,,,,,,,,
1739,,,,,,,,,,,,,,,,,,,,
1740,,,,,,,,,,,,,,,,,,,,
1741,,,,,,,,,,,,,,,,,,,,
1742,same,Southern Alrik,Jornhavn,2,3,3,8,Naval Supplies,,,,Yoneth,Nyvarsk,,,,,,,
1743,same,South Varga,Tobar,2,2,2,6,Amber,,,,Old Yorr,Ykran,,,,,,,
1744,same,North Varga,Myrdra's Point,1,2,2,5,Fish,,,,Old Yorr,Ykran,,,,,,,
1745,same,Tueby,Kron Bay,1,3,3,7,Whales,,,,Old Yorr,Drevarsk,,,,,,,
1746,same,Iqin,Iqiiqering,3,2,3,8,Fish,,,,Aaqan,Aqlaug,,,,,,,
1747,same,Tsooba,Tsooba,5,6,3,14,Magic Goods,,,,Aaqan,Aqlaug,,1,,,,,
1748,same,Moorvilik,Raak,1,2,2,5,Ivory,,,,Aaqan,Aqlaug,,,,,,,
1749,same,Sushen,Nurvide,3,3,2,8,fur,,,,Aaqan,Aqlaug,,,,,,,
1750,same,Anti,Leotsabeer,2,2,1,5,Fish,,,,Aaqan,Aqlaug,,,,,,,
1751,same,Teu Aper,Buin,2,2,3,7,Fish,,,,Iskari Temple,Paldic,,,,,,,
1752,same,Nanper Coast,Seltar,4,4,2,10,Amber,,,,Iskari Temple,Paldic,,,,,,,
1753,same,Uviel's Shore,Tenma,1,2,0,3,Fish,,Uncolonized,,Iskari Temple,Paldic,,,,,,,
1754,same,Paldar,Paldar,9,9,7,25,Magic Goods,,,,Iskari Temple,Paldic,1,1,,,,,
1755,same,Solper,Uliun,1,1,0,2,Fish,,Uncolonized,,Iskari Temple,Paldic,,,,,,,
1756,same,Sotvin,Sotvin,5,6,5,16,Ivory,,,,Iskari Temple,Paldic,,,,,,,
1757,same,Emtar,Nalta,4,4,3,11,Ivory,,,,Iskari Temple,Paldic,,,,,,,
1758,same,Asshen,Uhv,3,2,3,8,fur,,,,Iskari Temple,Paldic,,,,,,,
1759,same,Ice River,Siton,5,4,5,14,Crystal,,,,Iskari Temple,Sellic,,,,,,,
1760,same,Eper,Eptar,1,3,0,4,Yv,,Uncolonized,,Iskari Temple,Sellic,,,,,,,
1761,same,Selluin,Selluin,7,6,4,17,Glass,,,,Iskari Temple,Sellic,1,,,,,,
1762,same,Shest,Iltar,3,4,3,10,fur,,,,Iskari Temple,Perric,,,,,,,
1763,same,Lisspa,Padein,5,5,6,16,Salt,,,,Iskari Temple,Perric,,,,,,,
1764,same,Pulasper,Puldur,5,6,3,14,Marble,,,,Iskari Temple,Perric,,,,,,,
1765,same,Ulda,Thel Mana,6,7,4,17,Amber,,,,Iskari Temple,Perric,,,,,,,
1766,same,Tear,Tear,7,7,8,22,Glass,,,,Iskari Temple,Perric,1,1,,,,,
1767,same,Teu Nen,Oltar,2,2,0,4,Fish,,Uncolonized,,Iskari Temple,Perric,,,,,,,
1768,same,Pilssh,Vilion,4,5,3,12,Pearl,,,,Iskari Temple,Tosshan,,,,,,,
1769,same,Crystal,Crystal,8,10,7,25,Crystal,,,,Iskari Temple,Tosshan,1,1,,,,,
1770,same,South Poldam,Snowfort,2,2,4,8,Iron,,,,Iskari Temple,Tosshan,1,,,,,,
1771,same,Issholas,Perdun,5,3,3,11,fur,,,,Iskari Temple,Tosshan,,,,,,,
1772,same,Illuin,Illuin,11,9,8,28,Magic Goods,,,,Iskari Temple,Tosshan,1,1,,,,,
1773,same,Teu Pot,Thel Potar,3,4,3,10,Whales,,,,Iskari Temple,Tosshan,,,,,,,
1774,same,Jephar,Jephar,7,6,6,19,Cloth,,,,Iskari Temple,Tosshan,,,,,,,
1775,same,Verp,Poshul,3,2,3,8,Wool,,,,Iskari Temple,Sellic,,,,,,,
1776,same,Euper,Eut,2,2,1,5,Wool,,,,Iskari Temple,Sellic,,,,,,,
1777,same,Pria's Pass,Due,1,2,1,4,Crystal,,Uncolonized,,Iskari Temple,Frozen Elf,,,,,,,
1778,same,Oban,Thel Ob,1,2,3,6,Salt,,,,Moon Cult,Frozen Elf,,,,,,,
1779,same,Mopar,Mopar,6,5,4,15,Crystal,,,,Moon Cult,Frozen Elf,,,,,,,
1780,same,Darpa Pass,Epas,1,1,1,3,Crystal,,Uncolonized,,Iskari Temple,Frozen Elf,,,,,,,
1781,same,Saruin,Saruin,5,4,4,13,Crystal,,,,Iskari Temple,Frozen Elf,,,,,,,
1782,same,Low Lotshal,Urhdsas,2,3,1,6,copper,,,,Iskari Temple,Frozen Elf,,,,,,,
1783,same,High Lotshal,Oliun,1,1,0,2,Coal,,Uncolonized,,Iskari Temple,Frozen Elf,,,,,,,
1784,same,Cold Passage,Coldbath,2,2,1,5,Crystal,,Uncolonized,,Iskari Temple,Frozen Elf,,,,,,,
1785,same,Icewind,Icewind,5,6,6,17,Glass,,,,Iskari Temple,Frozen Elf,,1,,,,,
1786,same,Narpi,Ulo,2,3,2,7,Iron,,,,Iskari Temple,Frozen Elf,,,,,,,
1787,same,Crystal Fields,Thel Upa,1,1,1,3,Crystal,,,,Iskari Temple,Frozen Elf,,,,,,,
1788,same,Star Pass,Starfire,1,3,1,5,Gems,,Uncolonized,,Iskari Temple,Frozen Elf,,,,,,,
1789,same,Lehper,Peraluin,1,1,1,3,Crystal,,Uncolonized,,Iskari Temple,Frozen Elf,,,,,,,
1790,same,Yothelheim,Yothelheim,9,12,7,28,Ancient Artifacts,,,,Old Yorr,Yothr,1,2,,,,,
1791,same,Ostram,Ostram,7,7,7,21,Paper,,,,Yorik,Yothr,1,1,,,,,
1792,same,South Yothiin,Kuram,5,5,5,15,Livestock,,,,Old Yorr,Yothr,,,,,,,
1793,same,White Forge,White Forge,7,8,5,20,Yv,,,,Yorik,Yothr,,,,,,,
1794,same,Yor Forest,Tolkasst,3,3,2,8,Naval Supplies,,,,Old Yorr,Yothr,,,,,,,
1795,same,Jothan,Suvram,3,2,4,9,Dragon Hide,,,,Yorik,Grend,,,,,,,
1796,same,Evredd,Little Rock,4,4,2,10,Stone,,,,Yorik,Grend,,,,,,,
1797,same,Lower Alda,Drek,5,5,4,14,copper,,,,Yorik,Grend,,,,,,,
1798,same,Staaldan,Staaldan,8,7,7,22,Iron,,,,Yorik,Grend,1,,,,,,
1799,same,Upper Alda,Stocken,5,5,3,13,Beer,,,,Yorik,Grend,,,,,,,
1800,same,Thraum,Thraum,6,5,5,16,Honey,,,,Yorik,Boern,,1,,,,,
1801,same,Washjat,Sirluin,4,3,4,11,Wool,,,,Yorik,Boern,,,,,,,
1802,same,North Boern,Shatterock,2,3,3,8,Wool,,,,Yorik,Boern,,,,,,,
1803,same,Lethe,Klannenborg,4,6,7,17,Iron,,,,Yorik,Boern,1,,,,,,
1804,same,Boernheim,Boernheim,10,9,12,31,Paper,,,,Yorik,Boern,1,1,,,,,
1805,same,Undar Rise,Bargengard,2,5,5,12,Iron,,,,Yorik,Boern,,,,,,,
1806,same,Hallrend,Hallrend,7,5,5,17,Livestock,,,,Yorik,Boern,,,,,,,
1807,same,Hjemvald,Allgard,3,3,4,10,Dragon Hide,,,,Yorik,Rekar,,,,,,,
1808,same,Desskarn,Desskarn,8,8,7,23,Gold,,,,Yorik,Rekar,1,,,,,,
1809,same,Rekran,Knerdanz,4,6,4,14,Yv,,,,Zakritz,Rekar,,,,,,,
1810,same,Nurtadsin,Rock Head,3,2,4,9,Wool,,,,Yorik,Rekar,,,,,,,
1811,same,Kargvit,Hurtsal,3,3,1,7,Livestock,,,,Yorik,Rekar,,,,,,,
1812,same,Karsain,Karsain,12,11,12,35,Magic Goods,,,,Yorik,Minathi,1,2,,,,,
1813,same,East Way,Udarak,4,5,3,12,Livestock,,,,Yorik,Minathi,,,,,,,
1814,same,Highstone,Highstone,15,13,13,41,Paper,,,,Yorik,Minathi,1,1,,,,,
1815,same,Kyshvek Woods,Knefaktel Jeborin,5,5,3,13,Coal,,,,Yorik,Minathi,,,,,,,
1816,same,Sothn,Durvengard,4,3,6,13,Ancient Artifacts,,,,Yorik,Minathi,,,,,,,
1817,same,Greyhome,Greyhome,5,5,5,15,Dragon Hide,,,,Zakritz,Reindur,,,,,,,
1818,same,North Way,Tel Elds,3,3,2,8,Wool,,,,Old Yorr,Winter Dwarf,,,,,,,
1819,same,Winter Forge,Winter Forge,7,8,5,20,Marble,,,,Old Yorr,Winter Dwarf,1,1,,,,,
1820,same,Loravit,Knefaktum Dejad,3,2,2,7,Dragon Hide,,,,Old Yorr,Winter Dwarf,,,,,,,
1821,same,Alkastelle,Alkastelle,3,5,8,16,Iron,,,,Old Yorr,Winter Dwarf,1,,,,,,
1822,same,South End,Kellraise,5,4,5,14,Wool,,,,The Coin,Grey Dwarf,1,,,,,,
1823,same,Behen,Ironwind,4,5,5,14,Iron,,,,The Coin,Grey Dwarf,,,,,,,
1824,same,Andaron,Andaron,6,6,6,18,Cloth,,,,The Coin,Grey Dwarf,,1,,,,,
1825,same,Stoenmil,Stoenmil,8,9,6,23,Stone,,,,Yorik,Grey Dwarf,,,,,,,
1826,same,Doran,Tel Karak,4,3,2,9,Wool,,,,Yorik,Grey Dwarf,,,,,,,
1827,same,Kalren,Greyrock,3,4,4,11,Stone,,,,Yorik,Grey Dwarf,,,,,,,
1828,same,Minin,Munirn,6,7,4,17,Gold,,,,Yorik,Minathi,1,,,,,,
1829,same,Old Forge,Old Forge,7,11,5,23,Yv,,,,Yorik,Minathi,,,,,,,
1830,same,Andurock,Andurock,9,8,8,25,Iron,,,,Yorik,Minathi,,1,,,,,
1831,same,Jarnstein,Jarnstein,17,14,16,47,Gems,,,,Yorik,Minathi,1,2,,,,,
1832,same,Redsteel,Redsteel,5,7,7,19,Fireiron,,,,The Coin,Minathi,,,,,,,
1833,same,Duril,Duril,8,6,7,21,Glass,,,,The Coin,Minathi,,,,,,,
1834,same,Central Altvar,Stonerise,3,3,3,9,Livestock,,,,Yorik,Minathi,,,,,,,
1835,same,Minheim,Minheim,11,9,10,30,Iron,,,,Yorik,Minathi,1,1,,,,,
1836,same,Stallrvan,Karstag,3,4,5,12,Beer,,,,The Coin,Athr,,,,,,,
1837,same,Garven,Garven,9,6,8,23,Cloth,,,,The Coin,Athr,1,,,,,,
1838,same,Karecht,Karecht,5,5,5,15,blue_copper,,,,The Coin,Athr,,,,,,,
1839,same,Mount Ath,Tirnasborg,4,3,3,10,Wool,,,,Zakritz,Athr,,,,,,,
1840,same,Jorkansaed,Jorkansaed,12,8,8,28,Art,,,,Yorik,Athr,1,1,,,,,
1841,same,River's Shore,Trader's Point,5,6,2,13,Honey,,,,Yorik,Athr,,1,,,,,
1842,same,Edurn,Nird,3,3,2,8,Naval Supplies,,,,Yorik,Athr,,,,,,,
1843,same,Lokan,Oportaed,2,2,2,6,Ancient Artifacts,,,,Zakritz,Athr,,,,,,,
1844,same,Derunn,Udgervale,5,4,4,13,Grain,,,,Yorik,Jute,,,,,,,
1845,same,Jutd,Jutd,16,14,14,44,Paper,,,,Yorik,Jute,1,2,,,,,
1846,same,Holming,Barkasst,4,4,4,12,Grain,,,,Yorik,Jute,,,,,,,
1847,same,Merock,Alveron,5,4,4,13,Wool,,,,Yorik,Kvin,,,,,,,
1848,same,Duvinn,Duvinn,6,7,7,20,Iron,,,,Yorik,Kvin,,,,,,,
1849,same,Doern,Doern,8,7,9,24,Cloth,,,,Yorik,Kvin,1,1,,,,,
1850,same,Velming,Helvesten,4,4,4,12,copper,,,,Yorik,Kvin,,,,,,,
1851,same,Jheiss,Jheiss Fire,5,6,4,15,Yv,,,,Zakritz,Kvin,1,,,,,,
1852,same,Zavrin,Oberdanz,5,4,4,13,Beer,,,,Yorik,Kvin,,,,,,,
1853,same,Jofor,Jofor,7,7,7,21,Cloth,,,,Yorik,Kaar,1,1,,,,,
1854,same,Avernik,Avernik,9,9,9,27,Instruments,,,,Yorik,Kaar,1,,,,,,
1855,same,Ferovit,Fennvar,4,5,6,15,Wool,,,,Yorik,Drebyr,,,,,,,
1856,same,Holkarg,Holkarg,8,8,8,24,Iron,,,,Yorik,Kaar,,,,,,,
1857,same,Ulv,Ulvenheim,4,5,3,12,Ancient Artifacts,,,,Zakritz,Kaar,,,,,,,
1858,same,Firewood,Firesteel,3,3,3,9,Fireiron,,,,Zakritz,Kaar,,,,,,,
1859,same,Kaarn,Kaarn,8,10,9,27,copper,,,,Yorik,Kaar,1,,,,,,
1860,same,Kridan,Ilkar,2,4,2,8,Iron,,,,Yorik,Drebyr,,,,,,,
1861,same,West End,Jheitras,3,3,2,8,Wool,,,,Yorik,Drebyr,,,,,,,
1862,same,Drebynheim,Drebynheim,10,11,8,29,Paper,,,,Yorik,Drebyr,1,2,,,,,
1863,same,Dergard,Deepscar,2,3,1,6,Yv,,,,Zakritz,Drebyr,,,,,,,
1864,same,Dreb Pass,Muradt,1,2,1,4,Wool,,Uncolonized,,Zakritz,Drebyr,,,,,,,
1865,same,Upper Iron Isles,Ashag,4,4,4,12,Whales,,,,Cult of the Sea,Iron Orc,,,,,,,
1866,same,Lower Iron Isles,Isunohrat,3,3,3,9,Fish,,,,Cult of the Sea,Iron Orc,,,,,,,
1867,same,Nashagraz,Nashagraz,6,6,5,17,Iron,,,,Cult of the Sea,Iron Orc,1,1,,,,,
1868,same,Kifra,Leadpoint,3,2,2,7,Iron,,,,Cult of the Sea,Iron Orc,,,,,,,
1869,same,Tavehk,Tavehk,4,5,3,12,Whales,,,,Ashar,Vehkan,,,,,,,
1870,same,East Briihk,Shelt,2,2,2,6,Fish,,,,Ashar,Vehkan,,,,,,,
1871,same,West Briihk,Brasspoint,3,4,2,9,copper,,,,Ashar,Vehkan,,,,,,,
1872,same,Odd Isle,Dgu,2,2,1,5,Amber,,,,Ashar,Vehkan,,,,,,,
1873,same,Scarred Shore,Nud,1,1,1,3,Fish,,Uncolonized,,Ashar,Ngona,,,,,,,
1874,same,North Dbaa,Melr,1,1,1,3,Gold,,Uncolonized,,Ashar,Ngona,,,,,,,
1875,same,South Dbaa,Duvad,1,1,1,3,Wool,,Uncolonized,,Ashar,Ngona,,,,,,,
1876,same,Gors Rise,Mbed,1,1,1,3,Wool,,Uncolonized,,Ashar,Ngona,,,,,,,
1877,same,Rehk,Rehk,11,8,10,29,Amber,,,,Ashar,Vehkan,,1,,,,,
1878,same,Hodla,Lagense,5,5,5,15,Fish,,,,Ashar,Vehkan,,,,,,,
1879,same,Bruvek,Bruvek,12,11,12,35,Ivory,,,,Ashar,Vehkan,1,2,,,,,
1880,same,Uvada,Dekem,3,3,3,9,Livestock,,,,Ashar,Vehkan,,,,,,,
1881,same,Aspesi,Gwela,2,3,1,6,Wool,,,,Ashar,Ngona,,,,,,,
1882,same,Lower Ngon,Kaminla,2,1,1,4,Wool,,,,Ashar,Ngona,,,,,,,
1883,same,The Othal,,,,,0,,,Wasteland,,,,,,,,,,
1884,same,Glacier of Fire,,,,,0,,,Wasteland,,,,,,,,,,
1885,same,Epor Ice Fields,,,,,0,,,Wasteland,,,,,,,,,,
1886,same,Western Glaciers,,,,,0,,,Wasteland,,,,,,,,,,
1887,same,Kaar Crags,,,,,0,,,Wasteland,,,,,,,,,,
1888,same,Burnt Mountains,,,,,0,,,Wasteland,,,,,,,,,,
1889,same,Athbal Spires,,,,,0,,,Wasteland,,,,,,,,,,
1890,same,Boern Mountains,,,,,0,,,Wasteland,,,,,,,,,,
1891,same,Staal Mountains,,,,,0,,,Wasteland,,,,,,,,,,
1892,same,Eastern Harals,,,,,0,,,Wasteland,,,,,,,,,,
1893,same,Gors Cliff,,,,,0,,,Wasteland,,,,,,,,,,
1894,same,Ngonak Range,,,,,0,,,Wasteland,,,,,,,,,,
1895,same,Chezan Mountains,,,,,0,,,Wasteland,,,,,,,,,,
1896,same,Mount Drus,,,,,0,,,Wasteland,,,,,,,,,,
1897,same,Last Spire,,,,,0,,,Wasteland,,,,,,,,,,
1898,same,Mount Lyg,,,,,0,,,Wasteland,,,,,,,,,,
1899,same,Mount Fadug,,,,,0,,,Wasteland,,,,,,,,,,
1900,same,Mount Baltar,,,,,0,,,Wasteland,,,,,,,,,,
1901,same,Western Altvarik Mountains,,,,,0,,,Wasteland,,,,,,,,,,
1902,same,Great Halmskr Range,,,,,0,,,Wasteland,,,,,,,,,,
1903,same,Gor Range,,,,,0,,,Wasteland,,,,,,,,,,
1904,same,Dzyllan Mountains,,,,,0,,,Wasteland,,,,,,,,,,
1905,same,Crimson Heights,,,,,0,,,Wasteland,,,,,,,,,,
1906,same,Southern Tavras,,,,,0,,,Wasteland,,,,,,,,,,
1907,same,Mount Yllras,,,,,0,,,Wasteland,,,,,,,,,,
1908,same,Aravros Range,,,,,0,,,Wasteland,,,,,,,,,,
1909,same,Lake Ija,,,,,0,,,Lake,,,,,,,,,,
1910,same,Eastern Valley Mountains,,,,,0,,,Wasteland,,,,,,,,,,
1911,same,Dragonfire Mountains,,,,,0,,,Wasteland,,,,,,,,,,
1912,same,The Pashyas,,,,,0,,,Wasteland,,,,,,,,,,
1913,same,Horn Mountains,,,,,0,,,Wasteland,,,,,,,,,,
1914,same,Rautali Range,,,,,0,,,Wasteland,,,,,,,,,,
1915,same,Han Sea,,,,,0,,,Lake,,,,,,,,,,
1916,same,Southern Altvarik Mountains,,,,,0,,,Wasteland,,,,,,,,,,
1917,same,Grey Mountains,,,,,0,,,Wasteland,,,,,,,,,,
1918,same,The Great Undar Ridge,,,,,0,,,Wasteland,,,,,,,,,,
1919,same,Panorian Mountains,,,,,0,,,Wasteland,,,,,,,,,,
1920,same,Menea,,,,,0,,,Wasteland,,,,,,,,,,
1921,same,Lower Karials,,,,,0,,,Wasteland,,,,,,,,,,
1922,same,Vulthark,,,,,0,,,Wasteland,,,,,,,,,,
1923,same,Perlea,,,,,0,,,Wasteland,,,,,,,,,,
1924,same,Ator Caldera,,,,,0,,,Wasteland,,,,,,,,,,
1925,same,Sahid Desert,,,,,0,,,Wasteland,,,,,,,,,,
1926,2659,THIS IS CURSED DONT USE,,,,,,,,,,,,,,,,,,
1927,same,Dune Lake,,,,,0,,,Lake,,,,,,,,,,
1928,same,Lake Pun,,,,,0,,,Lake,,,,,,,,,,
1929,same,Mother's Grasp,,,,,0,,,Wasteland,,,,,,,,,,
1930,same,Mga,Adonek,4,3,3,10,Wool,,,,Ashar,Ngona,,,,,,,
1931,same,Bder,Ironhome,2,3,2,7,Iron,,,,Ashar,Ngona,,,,,,,
1932,same,Allvat,Dbuv,1,1,1,3,Yv,,Uncolonized,,Ashar,Mazdi,,,,,,,
1933,same,Edonzd,Ldonar,4,2,3,9,Livestock,,,,Ashar,Mazdi,,,,,,,
1934,same,Odmgo,Fagu,3,2,2,7,Wool,,,,Ashar,Ngona,,,,,,,
1935,same,Bradzd,Bradzd,7,8,8,23,Iron,,,,Ashar,Mazdi,1,1,,,,,
1936,same,Kasht,Kasht,6,5,7,18,Wool,,,,Ashar,Mazdi,,,,,,,
1937,same,Lorat,Drad,3,3,3,9,Ancient Artifacts,,,,Ashar,Mazdi,,,,,,,
1938,same,Gerdin,Hedegeg,2,3,1,6,Gold,,Uncolonized,,Ashar,Mazdi,,,,,,,
1939,same,Ulmid Pass,Ulmid,1,1,1,3,Wool,,Uncolonized,,Ashar,Mazdi,,,,,,,
1940,same,Stoneden,Stoneden,6,7,4,17,Stone,,,,Ashar,Mazdi,1,1,,,,,
1941,same,Agal,Kgan,1,1,1,3,Ancient Artifacts,,Uncolonized,,Ashar,Akage,,,,,,,
1942,same,Irade,Waglen's Hall,4,5,3,12,Livestock,,,,Blood Cult,Akage,,,,,,,
1943,same,Skein,Skein,5,5,8,18,Slaves,,,,Blood Cult,Akage,1,,,,,,
1944,same,Upper Lostwood,Last,3,3,4,10,Herbs,,,,Moon Cult,Zabwe,,1,,,,,
1945,same,Rodr,Under Firs,2,3,2,7,Naval Supplies,,,,Moon Cult,Zabwe,,,,,,,
1946,same,Left ,Shazr,2,2,1,5,Herbs,,,,Moon Cult,Zabwe,,,,,,,
1947,same,Maszr,Lekdab,3,2,3,8,Naval Supplies,,,,Blood Cult,Akage,,,,,,,
1948,same,North Drt,Bashskrul,1,1,1,3,fur,,Uncolonized,,Moon Cult,Zabwe,,,,,,,
1949,same,South Drt,Feinrok,1,1,1,3,fur,,Uncolonized,,Moon Cult,Zabwe,,,,,,,
1950,same,Leklin's Clearing,Treestump,2,1,2,5,Livestock,,Uncolonized,,Moon Cult,Zabwe,,,,,,,
1951,same,Lostwood Flank,Drusvr,3,4,4,11,Naval Supplies,,,,Moon Cult,Zabwe,,,,,,,
1952,same,Nashak,Nashak,9,8,7,24,Cloth,,,,Ashar,Treddan,1,1,,,,,
1953,same,Tre're'borg,Tre're'borg,13,11,13,37,Ships,,,,Ashar,Treddan,1,2,,,,,
1954,same,Aidken,Ilshak,5,4,5,14,Fish,,,,Ashar,Treddan,,,,,,,
1955,same,Nidr'borg,Nidr'borg,7,8,7,22,Ships,,,,Ashar,Treddan,,,,,,,
1956,same,Occhol,Occhol,10,8,9,27,Iron,,,,Ashar,Treddan,,,,,,,
1957,same,Kyzd,Qyzgan,4,3,3,10,Fish,,,,Ashar,Treddan,,,,,,,
1958,same,Uvlord,Arqstan,4,2,5,11,Fish,,,,Ashar,Treddan,,,,,,,
1959,same,Adrak,Adrak,10,9,9,28,Beer,,,,Ashar,Treddan,,1,,,,,
1960,same,Nashde,Nashde,12,11,11,34,Paper,,,,Ashar,Treddan,,1,,,,,
1961,same,Shieldpeak,Shieldpeak,12,14,14,40,Iron,,,,Ashar,Shieldhand Orc,1,,,,,,
1962,same,Bishkol,Abedakk,5,5,5,15,Fish,,,,Ashar,Shieldhand Orc,,,,,,,
1963,same,Karamin,Zhoshetay,4,3,5,12,copper,,,,Ashar,Shieldhand Orc,,,,,,,
1964,same,Navka,Endrift,4,5,3,12,Wool,,,,Ashar,Shieldhand Orc,,,,,,,
1965,same,Teddek,Teddek,6,6,6,18,Honey,,,,Ashar,Shieldhand Orc,,,,,,,
1966,same,Shal Ragraz,Shal Ragraz,7,9,9,25,Magic Goods,,,,Ashar,Shieldhand Orc,1,1,,,,,
1967,same,Kosh,Qosde,3,4,4,11,Wool,,,,Ashar,Shieldhand Orc,,,,,,,
1968,same,Seraz,Seraz,5,5,4,14,Fish,,,,Ashar,Shieldhand Orc,,,,,,,
1969,same,Damant,Almonyr,3,3,5,11,Livestock,,,,Ashar,Jarai,,,,,,,
1970,same,Baltad,Uden,3,3,3,9,Wool,,,,Ashar,White Orc,,,,,,,
1971,same,Talamok,Kazar,4,4,3,11,copper,,,,Ashar,White Orc,,,,,,,
1972,same,Murkta,Blackmound,3,5,3,11,Coal,,,,Ashar,Kashak,,,,,,,
1973,same,Uzgul,Scagnevir,4,5,4,13,Grain,,,,Ashar,White Orc,,,,,,,
1974,same,Jeqash,Jeqash,7,8,6,21,Cloth,,,,Ashar,White Orc,,1,,,,,
1975,same,White Rock,White Rock,9,9,9,27,Marble,,,,Ashar,White Orc,1,1,,,,,
1976,same,Sulus,Nendenul,5,4,5,14,Fish,,,,Ashar,White Orc,,,,,,,
1977,same,Ganara,Ganara,6,7,8,21,Grain,,,,Ashar,Gangyz,1,,,,,,
1978,same,Isata,Tobqalr,5,6,4,15,Livestock,,,,Ashar,White Orc,,,,,,,
1979,same,Kekbat,Ozedar,5,6,4,15,Fish,,,,Blood Cult,Gangyz,,,,,,,
1980,same,Gorsk,Gorsk,7,6,9,22,Slaves,,,,Blood Cult,Gangyz,,1,,,,,
1981,same,Levrit,Merkke,4,5,3,12,Livestock,,,,Blood Cult,Uyguz,,,,,,,
1982,same,Kenchy,Kaz Goshraz,5,4,3,12,Livestock,,,,Ashar,White Orc,,,,,,,
1983,same,Ykek,Wagdlenbal,5,3,5,13,Dyes,,,,Ashar,Uyguz,,,,,,,
1984,same,Ata-Mahk,Mahkbul,5,4,7,16,Livestock,,,,Ashar,Uyguz,,,,,,,
1985,same,Doom,Doom,14,11,16,41,Iron,,,,Ashar,Uyguz,1,1,,,,,
1986,same,Ochkor,Skab,5,4,6,15,Salt,,,,Ashar,Uyguz,,,,,,,
1987,same,Drecashh,Drecashh,6,6,7,19,Iron,,,,Ashar,Uyguz,,,,,,,
1988,same,Mountain Shore,Fishlake,4,5,3,12,Fish,,,,Ashar,Kashak,,,,,,,
1989,same,Lugd,Lugd,6,7,9,22,Salt,,,,Ashar,Kashak,,,,,,,
1990,same,Ata-Ukash,Ukashraz,4,3,4,11,Wool,,,,Ashar,Kashak,,,,,,,
1991,same,Kashraz,Kashraz,11,12,13,36,Cloth,,,,Ashar,Kashak,1,2,,,,,
1992,same,Obiyon,Atla'borg,5,6,5,16,Ships,,,,Ashar,Jarai,1,,,,,,
1993,same,Kiirogh,Dushjand,3,4,4,11,Fish,,,,Ashar,Jarai,,,,,,,
1994,same,Gazdag,Yovken,3,4,3,10,fur,,,,Ashar,Golkhar,,,,,,,
1995,same,Anzar,Ghasor,4,3,3,10,fur,,,,Ashar,Golkhar,,,,,,,
1996,same,Derneh'borg,Derneh'borg,12,12,11,35,Ships,,,,Ashar,Jarai,1,2,,,,,
1997,same,Boldhar,Turuzat,5,6,6,17,Fish,,,,Ashar,Jarai,,,,,,,
1998,same,Seyten,Vahfaf,4,3,5,12,Naval Supplies,,,,Ashar,Golkhar,,,,,,,
1999,same,Tagdag,Hisomorak,3,5,4,12,Naval Supplies,,,,Ashar,Skavith,,,,,,,
2000,same,Khoru,Khoru,6,7,4,17,Instruments,,,,Ashar,Golkhar,,,,,,,
2001,same,Gubdep,Fardom,3,4,3,10,Herbs,,,,Ashar,Golkhar,,,,,,,
2002,same,Skave,Skave,5,6,5,16,Coal,,,,Ashar,Skavith,1,,,,,,
2003,same,Bokhan,Bokhan,6,5,6,17,Naval Supplies,,,,Ashar,Golkhar,,1,,,,,
2004,same,Borgonn,Borgonn,8,8,7,23,copper,,,,Ashar,Golkhar,1,1,,,,,
